DCU_ID	DOSE	ADMINISTRATION	DISEASE	EFFICACY	EFFECT_TYPE	STAGE	SOURCE	ICD10_S	ICD10_L	EFFECTS_T	TOXICITY	OVERALL
DCU00552	Ezetimibe: 10 mg; Simvastatin: 20 mg	null	Cardiovascular Disorder	Efficacious	Unclear	Phase 3	NCT00862251	I51.9 Heart disease, unspecified	I00-I99  Diseases of the circulatory system; I30-I52  Other forms of heart disease; I51  Complications and ill-defined descriptions of heart disease; I51.9 Heart disease, unspecified	Significantly more subjects reached LDL-C <70 mg/dL with EZ/S (54.5%) versus statin doubling (27.0%) or rosuvastatin (42.5%) in the overall population (all p < 0.001) and within each stratum (all p < 0.001).	null	better than first line therapy
DCU00563	Candesartan: 32 mg; Hydrochlorothiazide: 12.5 mg	null	Stage II Hypertension	Efficacious	Unclear	Phase 4	NCT00621153	I10 Essential (primary) hypertension	I00-I99  Diseases of the circulatory system; I10-I15  Hypertensive diseases; I10  Essential (primary) hypertension	After 4 weeks, patients treated with candesartan 16 mg/HCT 12.5 mg showed significant decreases in SBP/DBP of 28.7 (17.5)/17.8 (10.2) mm Hg, and those in the candesartan 16 mg monotherapy group showed decreases of 20.5 (14.5)/14.1 (10.1) mm Hg (P < 0.01 between treatments for both SBP and DBP).	null	better than monotherapy
DCU00525	Fluticasone propionate 250 mcg; salmeterol 50 mcg	null	Asthma	Efficacious	Unclear	No information	NCT01231230	J45 Asthma	J00-J99   Diseases of the respiratory system; J40-J47  Chronic lower respiratory diseases; J45  Asthma	Airway blood flow which occurred at different times, were 60% for salmeterol, 67% for salmeterol/fluticasone propionate, and -19% for fluticasone propionate (P < .05 vs placebo for all).	null	better than monotherapy
DCU00527	Fluticasone propionate 100 mcg; salmeterol 50 mcg	null	Asthma	Efficacious	Unclear	Phase 4	NCT00197106	J45 Asthma	J00-J99   Diseases of the respiratory system; J40-J47  Chronic lower respiratory diseases; J45  Asthma	The combination showed substantial improvements of about 25 percent points in symptom-free days (both P < 0.001 from baseline).	null	better than monotherapy
DCU00974	Ampicillin: 1 g; Gentamicin: 240 mg	null	Chorioamnionitis	Efficacious	Unclear	Phase 2/3	NCT01633294	O41.12 Chorioamnionitis	O00-O99   Pregnancy, childbirth and the puerperium; O30-O48  Maternal care related to the fetus and amniotic cavity and possible delivery problems; O41  Other disorders of amniotic fluid and membranes; O41.12 Chorioamnionitis	Maternal infection was significantly lower when antibiotics were administered (2.6% compared with 13.2%; relative risk 0.89, 95% confidence interval 0.81-0.98; P=0.013). All cases of maternal infection occurred in women with more than 12 hours of PROM. Newborns of mothers receiving antibiotics had fewer infections (3.8%) compared with those in the control group (6.0%).	null	significantly reduced the risk of maternal infection
DCU02246	null	null	Essential Hypertension	Efficacious	Unclear	Phase 1	NCT00991705	I10 Essential (primary) hypertension	I00-I99  Diseases of the circulatory system; I10-I15  Hypertensive diseases; I10  Essential (primary) hypertension	Compared with atorvastatin alone, coadministration of fimasartan and atorvastatin increased the atorvastatin acid mean (95% confidence interval) maximum concentration (Cmax,ss) by 1.89-fold (1.49-2.39) and the area under the concentration curve (AUC_,ss) by 1.19-fold (0.96-1.48). Fimasartan also increased the mean 2-hydroxy atorvastatin acid Cmax,ss and AUC_,ss by 2.45-fold (1.80-3.35) and 1.42-fold (1.09-1.85), respectively.	null	better than monotherapy
DCU06998	Methotrexate: 10-25 mg; Simvastatin: 40 mg; Tocilizumab: 10 mg/kg	null	Rheumatoid Arthritis	Efficacious	Unclear	Phase 1	NCT00365001	M05 Rheumatoid arthritis with rheumatoid factor	M00-M99   Diseases of the musculoskeletal system and connective tissue; M05-M14  Inflammatory polyarthropathies; M05  Seropositive rheumatoid arthritis	null	null	null
DCU03539	Bismuth subcitrate potassium: 120 mg; Metronidazole: 125 mg; Omeprazole: 20 mg; Tetracycline: 125 mg	null	Helicobacter Infections	Efficacious	Unclear	Phase 3	NCT00669955	B96.81 Helicobacter pylori [H. pylori] as the cause of diseases classified elsewhere	A00-B99  Certain infectious and parasitic diseases; B95-B98  Bacterial, viral and other infectious agents; B96  Other specified bacterial agents as the cause of diseases classified to other chapters; B96.81 Helicobacter pylori [H. pylori] as the cause of diseases classified elsewhere	null	null	null
DCU03546	Moxifloxacin: 400 mg; PA-824: 200 mg; Pyrazinamide: by Weight	null	Pulmonary Tuberculosis	Efficacious	Unclear	Phase 2	NCT01215851	A15.0 Tuberculosis of lung	A00-B99  Certain infectious and parasitic diseases; A15-A19  Tuberculosis; A15  Respiratory tuberculosis; A15.0 Tuberculosis of lung	The mean 14-day EBA of PA-824-moxifloxacin-pyrazinamide (n=13; 0.233 [SD 0.128]) was significantly higher than that of bedaquiline (14; 0.061 [0.068]), bedaquiline-pyrazinamide (15; 0.131 [0.102]), bedaquiline-PA-824 (14; 0.114 [0.050]), but not PA-824-pyrazinamide (14; 0.154 [0.040]), and comparable with that of standard treatment (ten; 0.140 [0.094]).	null	better outcome after combination
DCU03596	Carfilzomib: 15 mg/m2; Dexamethasone: 40 mg; Lenalidomide: 25 mg	null	Multiple Myeloma	Efficacious	Unclear	Phase 1/2	NCT01029054	C90 Multiple myeloma and malignant plasma cell neoplasms	C00-D48  Neoplasms; C81-C96  Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue; C90  Multiple myeloma and malignant plasma cell neoplasms	In 36 patients completing 8 or more cycles, 78% reached at least near CR and 61% stringent CR. With median follow-up of 13 months (range, 4-25 months), 24-month progression-free survival estimate was 92%.	null	active
DCU03617	Bevacizumab: 7.5 mg/kg; Cisplatin: 500 mg/m2; Pemetrexed: 75 mg/kg	null	Non-Small Cell Lung Cancer	Efficacious	Unclear	Phase 3	NCT00961415	C34.90 Malignant neoplasm of unspecified part of unspecified bronchus or lung	C00-D48  Neoplasms; C30-C39  Malignant neoplasms of respiratory and intrathoracic organs; C34  Malignant neoplasm of bronchus and lung; C34.90 Malignant neoplasm of unspecified part of unspecified bronchus or lung	null	null	null
DCU03656	Artemether: 20 mg; Chloroquine: 50 mg/kg; Lumefantrine: 120 mg	null	Malaria, Falciparum	Efficacious	Unclear	Phase 4	NCT00426439	B54 Unspecified malaria	A00-B99  Certain infectious and parasitic diseases; B50-B64  Protozoal diseases; B54  Unspecified malaria	null	null	null
DCU03272	null	null	Lymphoma	Efficacious	Unclear	Phase 2	NCT00765245	C81  Hodgkin lymphoma; C85  Other specified and unspecified types of non-Hodgkin lymphoma	"C00-D48  Neoplasms; C81-C96  Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue; C81  Hodgkin's disease | C00-D48  Neoplasms; C81-C96  Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue; C85  Other specified and unspecified types of non-Hodgkin lymphoma"	null	null	null
DCU03273	Lenalidomide: 10 mg/day; Rituximab: 375 mg/m2	null	Lymphoma	Efficacious	Unclear	Phase 1/2	NCT00294632	C81  Hodgkin lymphoma; C85  Other specified and unspecified types of non-Hodgkin lymphoma	"C00-D48  Neoplasms; C81-C96  Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue; C81  Hodgkin's disease | C00-D48  Neoplasms; C81-C96  Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue; C85  Other specified and unspecified types of non-Hodgkin lymphoma"	The median response duration was 18.9 months (95% CI 17.0 months to not reached [NR]). The median progression-free survival was 11.1 months (95% CI 8.3 to 24.9 months), and the median overall survival was 24.3 months (19.8 months to NR).	One patient who was treated with 25 mg lenalidomide developed a grade 4 non-neutropenic infection and died. In the phase 2 portion of the study, grade 3-4 haematological toxicities included neutropenia (29 patients), lymphopenia (16 patients), leucopenia (13 patients), and thrombocytopenia (ten patients).	well tolerated and effective for patients with relapsed or refractory MCL
DCU03288	Hydroxychloroquine: 400 mg; Leflunomide: 100 mg; Methotrexate: 7.5 mg; Sulfasalazine: 500 mg	null	Rheumatoid Arthritis	Efficacious	Unclear	Phase 4	NCT00422227	M05 Rheumatoid arthritis with rheumatoid factor	M00-M99   Diseases of the musculoskeletal system and connective tissue; M05-M14  Inflammatory polyarthropathies; M05  Seropositive rheumatoid arthritis	At week 16, significantly more subjects receiving ETN + MTX vs subjects on csDMARDs + MTX achieved DAS28-ESR LDA (39% vs 18%, P < 0.001), remission (18% vs 7%, P < 0.001) and HAQ =0.5 (48% vs 34%, P < 0.001). For both treatment arms, these endpoints were achieved by a greater proportion of subjects with =2 years vs >2 years disease duration and with moderate vs severe disease activity.	null	Overall, ETN + MTX was more effective in treating subjects with established RA than csDMARDs + MTX at 16 weeks. More subjects with shorter disease duration and moderate disease activity achieved optimal response regardless of treatment regimen.
DCU03293	null	null	Breast Cancer	Efficacious	Unclear	Phase 3	NCT00475085	C50 Malignant neoplasms of breast	C00-D48  Neoplasms; C50-C50  Malignant neoplasm of breast; C50  Malignant neoplasm of breast	Adjusted mean differences for the three planned analyses were as follows: palonosetron versus granisetron: -0.01 (95% CI, -0.23 to 0.20; P = .72); adding dexamethasone on days 2 and 3: 0.20 (95% CI, -0.02 to 0.41; P = .01); and using aprepitant versus prochlorperazine: -0.03 (95% CI, -0.24 to 0.19; P = .56).	null	active and well tolerated
DCU03302	Campath 1H: 30 mg; Cyclophosphamide: 250 mg/m2; Fludarabine: 40 mg/m2	null	Leukemia	Non-efficacious	Unclear	Phase 3	NCT00564512	C95  Leukemia of unspecified cell type	C00-D48  Neoplasms; C81-C96  Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue; C95  Leukemia of unspecified cell type	null	null	null
DCU03313	null	null	Advanced Cancer	Efficacious	Unclear	Phase 1	NCT00543504	C Malignant neoplasm	C Malignant neoplasm	null	null	null
DCU03324	null	null	End-Stage Renal Disease	Efficacious	Unclear	No information	NCT00556933	N18.6 End stage renal disease	N00-N99   Diseases of the genitourinary system; N17-N19  Renal failure; N18  Chronic kidney disease (CKD); N18.6 End stage renal disease	null	null	null
DCU03326	Ibritumomab tiuxetan: 15 MBq/kg; Rituximab: 375 mg/m2	null	Follicular Lymphoma	Efficacious	Unclear	Phase 2	NCT00772655	C82 Follicular lymphoma	C00-D48  Neoplasms; C81-C96  Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue; C82  Follicular lymphoma	null	null	null
DCU03330	Diclofenac: 75 mg; Tanezumab: 10 mg	null	Osteoarthritis	Efficacious	Unclear	Phase 3	Literature curated	M19  Other and unspecified osteoarthritis	M00-M99   Diseases of the musculoskeletal system and connective tissue; M15-M19  Arthrosis; M19  Other and unspecified osteoarthritis	All co-primary endpoints were significantly improved for all tanezumab+DSR groups versus placebo+DSR (p=0.039). The incidence of adverse events of abnormal peripheral sensation was lower than in previous tanezumab trials.	Although no new safety signals were observed, the higher incidence of adverse events in the tanezumab+diclofenac group suggests that combination therapy is unfavourable.	Addition of tanezumab to DSR resulted in significant improvements in pain, function and global assessments in patients with OA.
DCU03336	Aztreonam: 1 g; Vancomycin: 1 g	null	Bacterial Infections	Efficacious	Unclear	Phase 3	NCT00423657	A49.9 Bacterial infection, unspecified	A00-B99  Certain infectious and parasitic diseases; A30-A49  Other bacterial diseases; A49  Bacterial infection of unspecified site; A49.9 Bacterial infection, unspecified	null	null	null
DCU03349	null	null	Adult Acute Megakaryoblastic Leukemia (M7)	Efficacious	Unclear	Phase 2	Literature curated	C94.20 Acute megakaryoblastic leukemia not having achieved remission	C00-D48  Neoplasms; C81-C96  Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue; C94  Other leukemias of specified cell type; C94.20 Acute megakaryoblastic leukemia not having achieved remission	Among 31 patients, 6 (19.4%) achieved complete remission, and one (3.2%) achieved complete remission with incomplete platelet recovery; these patients had a higher median overall survival than non-responders (553 vs. 131 days, P = 0.0026). Response rates were: group 1, one of 10 (10.0%); group 2A, 6 of 13 (46.2%); and group 2B, none of 8 (0%).	null	better clinial outcome on survival
DCU03350	Bevacizumab: 5 mg/kg; Irinotecan: 100 mk/m2; S-1: 40 mg	null	Colorectal Cancer	Efficacious	Unclear	Phase 2	NCT00569790	C18.9 Malignant neoplasm of colon, unspecified	C00-D48  Neoplasms; C15-C26  Malignant neoplasms of digestive organs; C18  Malignant neoplasm of colon; C18.9 Malignant neoplasm of colon, unspecified	null	null	null
DCU03363	Glimepiride: 2 mg; Insulin glargine; Metformin: 2250 mcg	null	Diabetes	Non-efficacious	Unclear	Phase 4	NCT00469092	E11 Type 2 diabetes mellitus	E00-E90  Endocrine, nutritional and metabolic diseases; E10-E14  Diabetes mellitus; E11  Non-insulin-dependent diabetes mellitus	null	null	null
DCU00265	Hydrocodone Bitartrate: 7.5 mg; Ibuprofen: 200 mg	Tablet; Oral	Short-term (generally less than 10 days) management of acute pain.	Efficacious	null	Approved	FDA orange book	R52.0 acute pain	R00-R99   Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified; R50-R69  General symptoms and signs; R52  Pain, unspecified; R52.0 acute pain	No patients in the hydrocodone with ibuprofen group required analgesic remedication during the 6-hour study period, compared with 25% and 82% in the ibuprofen and placebo groups, respectively.	null	null
DCU00266	Pentazocine hydrochloride: 50 mg; Naloxone hydrochloride: 0.5 mg	Tablet; Oral	Moderate to severe pain	Efficacious	Antagonistic (injection)	Approved	FDA orange book	R52 Pain, unspecified	R00-R99   Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified; R50-R69  General symptoms and signs; R52  Pain, unspecified	null	null	null
DCU00267	Oxycodone HCl: 5 mg; Ibuprofen: 400 mg	Tablet; Oral	Short-term to relieve moderate to severe pain.	Efficacious	null	Approved	FDA orange book	R52 Pain, unspecified	R00-R99   Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified; R50-R69  General symptoms and signs; R52  Pain, unspecified	null	null	null
DCU00268	Loratadine: 5 mg; Pseudoephedrine sulfate: 120 mg	Tablet, Extended Release; Oral	Relief of symptoms of seasonal allergic rhinitis	Efficacious	null	Approved	FDA orange book	J30.2 Other seasonal allergic rhinitis	J00-J99   Diseases of the respiratory system; J30-J39  Other diseases of upper respiratory tract; J30  Vasomotor and allergic rhinitis; J30.2 Other seasonal allergic rhinitis	null	null	null
DCU00269	Clemastine fumarate: 0.335 mg; Pseudoephedrine hydrochloride: 30 mg; Acetaminophen 500 mg	Tablet; Oral	For runny or stuffy nose, sinus congestion, sneezing, and pain or fever caused by allergies or the common cold.	Efficacious	null	Approved	FDA orange book	T78.40 Allergy, unspecified; J00 Acute nasopharyngitis [common cold]	S00-T98   Injury, poisoning and certain other consequences of external causes; T66-T78  Other and unspecified effects of external causes; T78  Adverse effects, not elsewhere classified; T78.40 Allergy, unspecified | J00-J99   Diseases of the respiratory system; J00-J06  Acute upper respiratory infections; J00  Acute nasopharyngitis [common cold]	Mean absolute and percentage reduction in major symptom complex averaged over the period of 2 to 5 hours in the triple group was significantly superior to those of either the double (P < 0.01) or placebo (P < 0.03) groups.	null	more effective than monotherapy
